,Mã khách hàng,Total Days
2057,CUZ02058,0.0
2058,CUZ02059,0.0
2059,CUZ02060,109.0
2060,CUZ02061,0.0
2061,CUZ02062,0.0
2062,CUZ02063,0.0
2063,CUZ02064,0.0
2064,CUZ02065,0.0
2065,CUZ02066,0.0
2066,CUZ02067,0.0
2067,CUZ02068,22.0
2068,CUZ02069,0.0
2069,CUZ02070,0.0
2070,CUZ02071,0.0
2071,CUZ02072,0.0
2072,CUZ02073,0.0
2073,CUZ02074,0.0
2074,CUZ02075,0.0
2075,CUZ02076,0.0
2076,CUZ02077,0.0
2077,CUZ02078,0.0
2078,CUZ02079,0.0
2079,CUZ02080,0.0
2080,CUZ02081,0.0
2081,CUZ02082,0.0
2082,CUZ02083,0.0
2083,CUZ02084,0.0
2084,CUZ02085,0.0
2085,CUZ02086,0.0
2086,CUZ02087,0.0
2087,CUZ02088,0.0
2088,CUZ02089,65.0
2089,CUZ02090,0.0
2090,CUZ02091,108.0
2091,CUZ02092,96.0
2092,CUZ02093,0.0
2093,CUZ02094,0.0
2094,CUZ02095,0.0
2095,CUZ02096,0.0
2096,CUZ02097,0.0
2097,CUZ02098,0.0
2098,CUZ02099,0.0
2099,CUZ02100,0.0
2100,CUZ02101,150.0
2101,CUZ02102,0.0
2102,CUZ02103,82.0
2103,CUZ02104,0.0
2104,CUZ02105,76.0
2105,CUZ02106,0.0
2106,CUZ02107,0.0
2107,CUZ02108,0.0
2108,CUZ02109,0.0
2109,CUZ02110,115.0
2110,CUZ02111,0.0
2111,CUZ02112,0.0
2112,CUZ02113,0.0
2113,CUZ02114,0.0
2114,CUZ02115,133.0
2115,CUZ02116,125.0
2116,CUZ02117,0.0
2117,CUZ02118,40.0
2118,CUZ02119,0.0
2119,CUZ02120,142.0
2120,CUZ02121,0.0
2121,CUZ02122,0.0
2122,CUZ02123,0.0
2123,CUZ02124,0.0
2124,CUZ02125,0.0
2125,CUZ02126,0.0
2126,CUZ02127,0.0
2127,CUZ02128,121.0
2128,CUZ02129,0.0
2129,CUZ02130,124.0
2130,CUZ02131,0.0
2131,CUZ02132,0.0
2132,CUZ02133,0.0
2133,CUZ02134,0.0
2134,CUZ02135,130.0
2135,CUZ02136,0.0
2136,CUZ02137,0.0
2137,CUZ02138,43.0
2138,CUZ02139,0.0
2139,CUZ02140,100.0
2140,CUZ02141,0.0
2141,CUZ02142,0.0
2142,CUZ02143,0.0
2143,CUZ02144,0.0
2144,CUZ02145,0.0
2145,CUZ02146,0.0
2146,CUZ02147,0.0
2147,CUZ02148,0.0
2148,CUZ02149,0.0
2149,CUZ02150,0.0
2150,CUZ02151,0.0
2151,CUZ02152,76.0
2152,CUZ02153,0.0
2153,CUZ02154,0.0
2154,CUZ02155,0.0
2155,CUZ02156,0.0
2156,CUZ02157,0.0
2157,CUZ02158,0.0
2158,CUZ02159,0.0
2159,CUZ02160,0.0
2160,CUZ02161,0.0
2161,CUZ02162,0.0
2162,CUZ02163,0.0
2163,CUZ02164,0.0
2164,CUZ02165,0.0
2165,CUZ02166,0.0
2166,CUZ02167,0.0
2167,CUZ02168,0.0
2168,CUZ02169,0.0
2169,CUZ02170,0.0
2170,CUZ02171,0.0
2171,CUZ02172,0.0
2172,CUZ02173,0.0
2173,CUZ02174,0.0
2174,CUZ02175,0.0
2175,CUZ02176,0.0
2176,CUZ02177,0.0
2177,CUZ02178,0.0
2178,CUZ02179,0.0
2179,CUZ02180,0.0
2180,CUZ02181,135.0
2181,CUZ02182,0.0
2182,CUZ02183,0.0
2183,CUZ02184,0.0
2184,CUZ02185,0.0
2185,CUZ02186,126.0
2186,CUZ02187,0.0
2187,CUZ02188,0.0
2188,CUZ02189,105.0
2189,CUZ02190,0.0
2190,CUZ02191,0.0
2191,CUZ02192,0.0
2192,CUZ02193,0.0
2193,CUZ02194,0.0
2194,CUZ02195,0.0
2195,CUZ02196,0.0
2196,CUZ02197,0.0
2197,CUZ02198,0.0
2198,CUZ02199,65.0
2199,CUZ02200,41.0
2200,CUZ02201,39.0
2201,CUZ02202,0.0
2202,CUZ02203,0.0
2203,CUZ02204,140.0
2204,CUZ02205,0.0
2205,CUZ02206,0.0
2206,CUZ02207,0.0
2207,CUZ02208,0.0
2208,CUZ02209,0.0
2209,CUZ02210,0.0
2210,CUZ02211,0.0
2211,CUZ02212,0.0
2212,CUZ02213,0.0
2213,CUZ02214,41.0
2214,CUZ02215,0.0
2215,CUZ02216,131.0
2216,CUZ02217,0.0
2217,CUZ02218,112.0
2218,CUZ02219,0.0
2219,CUZ02220,0.0
2220,CUZ02221,125.0
2221,CUZ02222,0.0
2222,CUZ02223,0.0
2223,CUZ02224,0.0
2224,CUZ02225,0.0
2225,CUZ02226,0.0
2226,CUZ02227,0.0
2227,CUZ02228,0.0
2228,CUZ02229,0.0
2229,CUZ02230,0.0
2230,CUZ02231,0.0
2231,CUZ02232,0.0
2232,CUZ02233,26.0
2233,CUZ02234,0.0
2234,CUZ02235,0.0
2235,CUZ02236,0.0
2236,CUZ02237,0.0
2237,CUZ02238,0.0
2238,CUZ02239,0.0
2239,CUZ02240,0.0
2240,CUZ02241,0.0
2241,CUZ02242,0.0
2242,CUZ02243,0.0
2243,CUZ02244,0.0
2244,CUZ02245,0.0
2245,CUZ02246,0.0
2246,CUZ02247,0.0
2247,CUZ02248,0.0
2248,CUZ02249,0.0
2249,CUZ02250,0.0
2250,CUZ02251,0.0
2251,CUZ02252,0.0
2252,CUZ02253,0.0
2253,CUZ02254,129.0
2254,CUZ02255,132.0
2255,CUZ02256,0.0
2256,CUZ02257,0.0
2257,CUZ02258,0.0
2258,CUZ02259,0.0
2259,CUZ02260,0.0
2260,CUZ02261,0.0
2261,CUZ02262,0.0
2262,CUZ02263,0.0
2263,CUZ02264,0.0
2264,CUZ02265,0.0
2265,CUZ02266,18.0
2266,CUZ02267,0.0
2267,CUZ02268,32.0
2268,CUZ02269,0.0
2269,CUZ02270,0.0
2270,CUZ02271,0.0
2271,CUZ02272,0.0
2272,CUZ02273,0.0
2273,CUZ02274,0.0
2274,CUZ02275,0.0
2275,CUZ02276,0.0
2276,CUZ02277,0.0
2277,CUZ02278,0.0
2278,CUZ02279,0.0
2279,CUZ02280,0.0
2280,CUZ02281,93.0
2281,CUZ02282,0.0
2282,CUZ02283,0.0
2283,CUZ02284,0.0
2284,CUZ02285,111.0
2285,CUZ02286,0.0
2286,CUZ02287,0.0
2287,CUZ02288,0.0
2288,CUZ02289,0.0
2289,CUZ02290,0.0
2290,CUZ02291,0.0
2291,CUZ02292,0.0
2292,CUZ02293,0.0
2293,CUZ02294,0.0
2294,CUZ02295,0.0
2295,CUZ02296,0.0
2296,CUZ02297,0.0
2297,CUZ02298,0.0
2298,CUZ02299,0.0
2299,CUZ02300,0.0
2300,CUZ02301,0.0
2301,CUZ02302,0.0
2302,CUZ02303,0.0
2303,CUZ02304,0.0
2304,CUZ02305,0.0
2305,CUZ02306,0.0
2306,CUZ02307,0.0
2307,CUZ02308,0.0
2308,CUZ02309,0.0
2309,CUZ02310,0.0
2310,CUZ02311,0.0
2311,CUZ02312,0.0
2312,CUZ02313,0.0
2313,CUZ02314,0.0
2314,CUZ02315,0.0
2315,CUZ02316,0.0
2316,CUZ02317,0.0
2317,CUZ02318,0.0
2318,CUZ02319,0.0
2319,CUZ02320,0.0
2320,CUZ02321,72.0
2321,CUZ02322,91.0
2322,CUZ02323,0.0
2323,CUZ02324,0.0
2324,CUZ02325,0.0
2325,CUZ02326,95.0
2326,CUZ02327,0.0
2327,CUZ02328,0.0
2328,CUZ02329,0.0
2329,CUZ02330,0.0
2330,CUZ02331,0.0
2331,CUZ02332,0.0
2332,CUZ02333,79.0
2333,CUZ02334,0.0
2334,CUZ02335,0.0
2335,CUZ02336,0.0
2336,CUZ02337,0.0
2337,CUZ02338,0.0
2338,CUZ02339,0.0
2339,CUZ02340,0.0
2340,CUZ02341,0.0
2341,CUZ02342,0.0
2342,CUZ02343,0.0
2343,CUZ02344,0.0
2344,CUZ02345,0.0
2345,CUZ02346,67.0
2346,CUZ02347,0.0
2347,CUZ02348,0.0
2348,CUZ02349,0.0
2349,CUZ02350,0.0
2350,CUZ02351,49.0
2351,CUZ02352,0.0
2352,CUZ02353,0.0
2353,CUZ02354,0.0
2354,CUZ02355,51.0
2355,CUZ02356,95.0
2356,CUZ02357,0.0
2357,CUZ02358,0.0
2358,CUZ02359,0.0
2359,CUZ02360,0.0
2360,CUZ02361,0.0
2361,CUZ02362,0.0
2362,CUZ02363,0.0
2363,CUZ02364,64.0
2364,CUZ02365,89.0
2365,CUZ02366,0.0
2366,CUZ02367,0.0
2367,CUZ02368,0.0
2368,CUZ02369,0.0
2369,CUZ02370,0.0
2370,CUZ02371,0.0
2371,CUZ02372,0.0
2372,CUZ02373,0.0
2373,CUZ02374,0.0
2374,CUZ02375,0.0
2375,CUZ02376,0.0
2376,CUZ02377,69.0
2377,CUZ02378,0.0
2378,CUZ02379,0.0
2379,CUZ02380,0.0
2380,CUZ02381,0.0
2381,CUZ02382,0.0
2382,CUZ02383,0.0
2383,CUZ02384,0.0
2384,CUZ02385,0.0
2385,CUZ02386,0.0
2386,CUZ02387,0.0
2387,CUZ02388,0.0
2388,CUZ02389,0.0
2389,CUZ02390,0.0
2390,CUZ02391,0.0
2391,CUZ02392,0.0
2392,CUZ02393,0.0
2393,CUZ02394,0.0
2394,CUZ02395,0.0
2395,CUZ02396,0.0
2396,CUZ02397,0.0
2397,CUZ02398,0.0
2398,CUZ02399,0.0
2399,CUZ02400,0.0
2400,CUZ02401,0.0
2401,CUZ02402,0.0
2402,CUZ02403,0.0
2403,CUZ02404,0.0
2404,CUZ02405,75.0
2405,CUZ02406,0.0
2406,CUZ02407,0.0
2407,CUZ02408,0.0
2408,CUZ02409,0.0
2409,CUZ02410,0.0
2410,CUZ02411,72.0
2411,CUZ02412,0.0
2412,CUZ02413,0.0
2413,CUZ02414,0.0
2414,CUZ02415,0.0
2415,CUZ02416,0.0
2416,CUZ02417,0.0
2417,CUZ02418,0.0
2418,CUZ02419,0.0
2419,CUZ02420,0.0
2420,CUZ02421,0.0
2421,CUZ02422,0.0
2422,CUZ02423,0.0
2423,CUZ02424,0.0
2424,CUZ02425,97.0
2425,CUZ02426,74.0
2426,CUZ02427,0.0
2427,CUZ02428,0.0
2428,CUZ02429,70.0
2429,CUZ02430,0.0
2430,CUZ02431,0.0
2431,CUZ02432,0.0
2432,CUZ02433,0.0
2433,CUZ02434,118.0
2434,CUZ02435,0.0
2435,CUZ02436,0.0
2436,CUZ02437,0.0
2437,CUZ02438,111.0
2438,CUZ02439,0.0
2439,CUZ02440,0.0
2440,CUZ02441,0.0
2441,CUZ02442,0.0
2442,CUZ02443,0.0
2443,CUZ02444,0.0
2444,CUZ02445,101.0
2445,CUZ02446,96.0
2446,CUZ02447,0.0
2447,CUZ02448,0.0
2448,CUZ02449,0.0
2449,CUZ02450,94.0
2450,CUZ02451,0.0
2451,CUZ02452,0.0
2452,CUZ02453,0.0
2453,CUZ02454,64.0
2454,CUZ02455,0.0
2455,CUZ02456,0.0
2456,CUZ02457,0.0
2457,CUZ02458,94.0
2458,CUZ02459,0.0
2459,CUZ02460,0.0
2460,CUZ02461,0.0
2461,CUZ02462,79.0
2462,CUZ02463,0.0
2463,CUZ02464,98.0
2464,CUZ02465,0.0
2465,CUZ02466,0.0
2466,CUZ02467,0.0
2467,CUZ02468,0.0
2468,CUZ02469,0.0
2469,CUZ02470,0.0
2470,CUZ02471,102.0
2471,CUZ02472,0.0
2472,CUZ02473,0.0
2473,CUZ02474,98.0
2474,CUZ02475,0.0
2475,CUZ02476,0.0
2476,CUZ02477,0.0
2477,CUZ02478,0.0
2478,CUZ02479,0.0
2479,CUZ02480,0.0
2480,CUZ02481,0.0
2481,CUZ02482,0.0
2482,CUZ02483,0.0
2483,CUZ02484,99.0
2484,CUZ02485,0.0
2485,CUZ02486,0.0
2486,CUZ02487,0.0
2487,CUZ02488,0.0
2488,CUZ02489,0.0
2489,CUZ02490,0.0
2490,CUZ02491,0.0
2491,CUZ02492,0.0
2492,CUZ02493,33.0
2493,CUZ02494,0.0
2494,CUZ02495,0.0
2495,CUZ02496,0.0
2496,CUZ02497,0.0
2497,CUZ02498,0.0
2498,CUZ02499,0.0
2499,CUZ02500,0.0
2500,CUZ02501,0.0
2501,CUZ02502,85.0
2502,CUZ02503,0.0
2503,CUZ02504,0.0
2504,CUZ02505,0.0
2505,CUZ02506,0.0
2506,CUZ02507,0.0
2507,CUZ02508,0.0
2508,CUZ02509,0.0
2509,CUZ02510,0.0
2510,CUZ02511,0.0
2511,CUZ02512,54.0
2512,CUZ02513,0.0
2513,CUZ02514,0.0
2514,CUZ02515,0.0
2515,CUZ02516,95.0
2516,CUZ02517,0.0
2517,CUZ02518,0.0
2518,CUZ02519,0.0
2519,CUZ02520,0.0
2520,CUZ02521,78.0
2521,CUZ02522,0.0
2522,CUZ02523,0.0
2523,CUZ02524,0.0
2524,CUZ02525,48.0
2525,CUZ02526,0.0
2526,CUZ02527,0.0
2527,CUZ02528,0.0
2528,CUZ02529,0.0
2529,CUZ02530,0.0
2530,CUZ02531,33.0
2531,CUZ02532,83.0
2532,CUZ02533,97.0
2533,CUZ02534,0.0
2534,CUZ02535,0.0
2535,CUZ02536,0.0
2536,CUZ02537,0.0
2537,CUZ02538,0.0
2538,CUZ02539,0.0
2539,CUZ02540,0.0
2540,CUZ02541,0.0
2541,CUZ02542,0.0
2542,CUZ02543,0.0
2543,CUZ02544,0.0
2544,CUZ02545,0.0
2545,CUZ02546,68.0
2546,CUZ02547,0.0
2547,CUZ02548,0.0
2548,CUZ02549,0.0
2549,CUZ02550,0.0
2550,CUZ02551,0.0
2551,CUZ02552,75.0
2552,CUZ02553,0.0
2553,CUZ02554,46.0
2554,CUZ02555,0.0
2555,CUZ02556,51.0
2556,CUZ02557,0.0
2557,CUZ02558,72.0
2558,CUZ02559,0.0
2559,CUZ02560,57.0
2560,CUZ02561,64.0
2561,CUZ02562,0.0
2562,CUZ02563,0.0
2563,CUZ02564,26.0
2564,CUZ02565,0.0
2565,CUZ02566,0.0
2566,CUZ02567,0.0
2567,CUZ02568,88.0
2568,CUZ02569,0.0
2569,CUZ02570,0.0
2570,CUZ02571,0.0
2571,CUZ02572,0.0
2572,CUZ02573,106.0
2573,CUZ02574,17.0
2574,CUZ02575,61.0
2575,CUZ02576,0.0
2576,CUZ02577,0.0
2577,CUZ02578,0.0
2578,CUZ02579,0.0
2579,CUZ02580,89.0
2580,CUZ02581,0.0
2581,CUZ02582,55.0
2582,CUZ02583,0.0
2583,CUZ02584,64.0
2584,CUZ02585,0.0
2585,CUZ02586,0.0
2586,CUZ02587,0.0
2587,CUZ02588,0.0
2588,CUZ02589,0.0
2589,CUZ02590,55.0
2590,CUZ02591,0.0
2591,CUZ02592,0.0
2592,CUZ02593,0.0
2593,CUZ02594,0.0
2594,CUZ02595,0.0
2595,CUZ02596,0.0
2596,CUZ02597,93.0
2597,CUZ02598,0.0
2598,CUZ02599,52.0
2599,CUZ02600,45.0
2600,CUZ02601,0.0
2601,CUZ02602,82.0
2602,CUZ02603,38.0
2603,CUZ02604,0.0
2604,CUZ02605,0.0
2605,CUZ02606,0.0
2606,CUZ02607,0.0
2607,CUZ02608,0.0
2608,CUZ02609,0.0
2609,CUZ02610,0.0
2610,CUZ02611,0.0
2611,CUZ02612,0.0
2612,CUZ02613,0.0
2613,CUZ02614,0.0
2614,CUZ02615,0.0
2615,CUZ02616,0.0
2616,CUZ02617,0.0
2617,CUZ02618,0.0
2618,CUZ02619,0.0
2619,CUZ02620,0.0
2620,CUZ02621,0.0
2621,CUZ02622,0.0
2622,CUZ02623,0.0
2623,CUZ02624,0.0
2624,CUZ02625,0.0
2625,CUZ02626,0.0
2626,CUZ02627,0.0
2627,CUZ02628,53.0
2628,CUZ02629,0.0
2629,CUZ02630,19.0
2630,CUZ02631,0.0
2631,CUZ02632,0.0
2632,CUZ02633,21.0
2633,CUZ02634,0.0
2634,CUZ02635,85.0
2635,CUZ02636,0.0
2636,CUZ02637,0.0
2637,CUZ02638,0.0
2638,CUZ02639,43.0
2639,CUZ02640,0.0
2640,CUZ02641,0.0
2641,CUZ02642,0.0
2642,CUZ02643,0.0
2643,CUZ02644,0.0
2644,CUZ02645,0.0
2645,CUZ02646,0.0
2646,CUZ02647,0.0
2647,CUZ02648,0.0
2648,CUZ02649,0.0
2649,CUZ02650,0.0
2650,CUZ02651,16.0
2651,CUZ02652,0.0
2652,CUZ02653,0.0
2653,CUZ02654,0.0
2654,CUZ02655,0.0
2655,CUZ02656,0.0
2656,CUZ02657,0.0
2657,CUZ02658,0.0
2658,CUZ02659,0.0
2659,CUZ02660,0.0
2660,CUZ02661,71.0
2661,CUZ02662,0.0
2662,CUZ02663,0.0
2663,CUZ02664,0.0
2664,CUZ02665,0.0
2665,CUZ02666,0.0
2666,CUZ02667,0.0
2667,CUZ02668,69.0
2668,CUZ02669,0.0
2669,CUZ02670,0.0
2670,CUZ02671,0.0
2671,CUZ02672,78.0
2672,CUZ02673,0.0
2673,CUZ02674,0.0
2674,CUZ02675,0.0
2675,CUZ02676,86.0
2676,CUZ02677,0.0
2677,CUZ02678,0.0
2678,CUZ02679,0.0
2679,CUZ02680,0.0
2680,CUZ02681,0.0
2681,CUZ02682,18.0
2682,CUZ02683,0.0
2683,CUZ02684,0.0
2684,CUZ02685,0.0
2685,CUZ02686,0.0
2686,CUZ02687,0.0
2687,CUZ02688,0.0
2688,CUZ02689,0.0
2689,CUZ02690,0.0
2690,CUZ02691,23.0
2691,CUZ02692,0.0
2692,CUZ02693,0.0
2693,CUZ02694,0.0
2694,CUZ02695,0.0
2695,CUZ02696,0.0
2696,CUZ02697,64.0
2697,CUZ02698,0.0
2698,CUZ02699,0.0
2699,CUZ02700,0.0
2700,CUZ02701,0.0
2701,CUZ02702,75.0
2702,CUZ02703,0.0
2703,CUZ02704,0.0
2704,CUZ02705,0.0
2705,CUZ02706,0.0
2706,CUZ02707,0.0
2707,CUZ02708,0.0
2708,CUZ02709,0.0
2709,CUZ02710,0.0
2710,CUZ02711,0.0
2711,CUZ02712,78.0
2712,CUZ02713,42.0
2713,CUZ02714,0.0
2714,CUZ02715,0.0
2715,CUZ02716,0.0
2716,CUZ02717,54.0
2717,CUZ02718,96.0
2718,CUZ02719,0.0
2719,CUZ02720,0.0
2720,CUZ02721,61.0
2721,CUZ02722,0.0
2722,CUZ02723,0.0
2723,CUZ02724,0.0
2724,CUZ02725,0.0
2725,CUZ02726,0.0
2726,CUZ02727,0.0
2727,CUZ02728,0.0
2728,CUZ02729,0.0
2729,CUZ02730,0.0
2730,CUZ02731,0.0
2731,CUZ02732,0.0
2732,CUZ02733,58.0
2733,CUZ02734,0.0
2734,CUZ02735,0.0
2735,CUZ02736,0.0
2736,CUZ02737,0.0
2737,CUZ02738,0.0
2738,CUZ02739,53.0
2739,CUZ02740,0.0
2740,CUZ02741,68.0
2741,CUZ02742,0.0
2742,CUZ02743,0.0
2743,CUZ02744,0.0
2744,CUZ02745,0.0
2745,CUZ02746,0.0
2746,CUZ02747,0.0
2747,CUZ02748,0.0
2748,CUZ02749,0.0
2749,CUZ02750,42.0
2750,CUZ02751,0.0
2751,CUZ02752,0.0
2752,CUZ02753,0.0
2753,CUZ02754,0.0
2754,CUZ02755,0.0
2755,CUZ02756,0.0
2756,CUZ02757,0.0
2757,CUZ02758,0.0
2758,CUZ02759,0.0
2759,CUZ02760,0.0
2760,CUZ02761,0.0
2761,CUZ02762,0.0
2762,CUZ02763,0.0
2763,CUZ02764,0.0
2764,CUZ02765,0.0
2765,CUZ02766,0.0
2766,CUZ02767,0.0
2767,CUZ02768,0.0
2768,CUZ02769,0.0
2769,CUZ02770,0.0
2770,CUZ02771,0.0
2771,CUZ02772,0.0
2772,CUZ02773,0.0
2773,CUZ02774,0.0
2774,CUZ02775,0.0
2775,CUZ02776,0.0
2776,CUZ02777,0.0
2777,CUZ02778,0.0
2778,CUZ02779,0.0
2779,CUZ02780,52.0
2780,CUZ02781,0.0
2781,CUZ02782,0.0
2782,CUZ02783,0.0
2783,CUZ02784,0.0
2784,CUZ02785,45.0
2785,CUZ02786,0.0
2786,CUZ02787,0.0
2787,CUZ02788,0.0
2788,CUZ02789,0.0
2789,CUZ02790,0.0
2790,CUZ02791,0.0
2791,CUZ02792,0.0
2792,CUZ02793,0.0
2793,CUZ02794,0.0
2794,CUZ02795,0.0
2795,CUZ02796,62.0
2796,CUZ02797,0.0
2797,CUZ02798,0.0
2798,CUZ02799,0.0
2799,CUZ02800,0.0
2800,CUZ02801,0.0
2801,CUZ02802,0.0
2802,CUZ02803,0.0
2803,CUZ02804,0.0
2804,CUZ02805,0.0
2805,CUZ02806,0.0
2806,CUZ02807,0.0
2807,CUZ02808,0.0
2808,CUZ02809,0.0
2809,CUZ02810,0.0
2810,CUZ02811,0.0
2811,CUZ02812,0.0
2812,CUZ02813,0.0
2813,CUZ02814,0.0
2814,CUZ02815,0.0
2815,CUZ02816,0.0
2816,CUZ02817,0.0
2817,CUZ02818,0.0
2818,CUZ02819,0.0
2819,CUZ02820,0.0
2820,CUZ02821,74.0
2821,CUZ02822,0.0
2822,CUZ02823,0.0
2823,CUZ02824,0.0
2824,CUZ02825,78.0
2825,CUZ02826,38.0
2826,CUZ02827,0.0
2827,CUZ02828,0.0
2828,CUZ02829,68.0
2829,CUZ02830,0.0
2830,CUZ02831,0.0
2831,CUZ02832,0.0
2832,CUZ02833,0.0
2833,CUZ02834,0.0
2834,CUZ02835,77.0
2835,CUZ02836,0.0
2836,CUZ02837,0.0
2837,CUZ02838,0.0
2838,CUZ02839,0.0
2839,CUZ02840,0.0
2840,CUZ02841,0.0
2841,CUZ02842,0.0
2842,CUZ02843,0.0
2843,CUZ02844,0.0
2844,CUZ02845,0.0
2845,CUZ02846,0.0
2846,CUZ02847,25.0
2847,CUZ02848,0.0
2848,CUZ02849,0.0
2849,CUZ02850,0.0
2850,CUZ02851,0.0
2851,CUZ02852,0.0
2852,CUZ02853,0.0
2853,CUZ02854,0.0
2854,CUZ02855,0.0
2855,CUZ02856,30.0
2856,CUZ02857,0.0
2857,CUZ02858,0.0
2858,CUZ02859,78.0
2859,CUZ02860,26.0
2860,CUZ02861,37.0
2861,CUZ02862,0.0
2862,CUZ02863,0.0
2863,CUZ02864,0.0
2864,CUZ02865,49.0
2865,CUZ02866,35.0
2866,CUZ02867,0.0
2867,CUZ02868,0.0
2868,CUZ02869,0.0
2869,CUZ02870,0.0
2870,CUZ02871,73.0
2871,CUZ02872,0.0
2872,CUZ02873,0.0
2873,CUZ02874,0.0
2874,CUZ02875,0.0
2875,CUZ02876,0.0
2876,CUZ02877,0.0
2877,CUZ02878,0.0
2878,CUZ02879,0.0
2879,CUZ02880,0.0
2880,CUZ02881,0.0
2881,CUZ02882,0.0
2882,CUZ02883,0.0
2883,CUZ02884,82.0
2884,CUZ02885,0.0
2885,CUZ02886,0.0
2886,CUZ02887,0.0
2887,CUZ02888,0.0
2888,CUZ02889,0.0
2889,CUZ02890,0.0
2890,CUZ02891,0.0
2891,CUZ02892,0.0
2892,CUZ02893,0.0
2893,CUZ02894,44.0
2894,CUZ02895,0.0
2895,CUZ02896,0.0
2896,CUZ02897,0.0
2897,CUZ02898,0.0
2898,CUZ02899,0.0
2899,CUZ02900,0.0
2900,CUZ02901,0.0
2901,CUZ02902,0.0
2902,CUZ02903,0.0
2903,CUZ02904,0.0
2904,CUZ02905,0.0
2905,CUZ02906,0.0
2906,CUZ02907,0.0
2907,CUZ02908,0.0
2908,CUZ02909,0.0
2909,CUZ02910,0.0
2910,CUZ02911,0.0
2911,CUZ02912,0.0
2912,CUZ02913,0.0
2913,CUZ02914,0.0
2914,CUZ02915,0.0
2915,CUZ02916,57.0
2916,CUZ02917,0.0
2917,CUZ02918,0.0
2918,CUZ02919,0.0
2919,CUZ02920,0.0
2920,CUZ02921,0.0
2921,CUZ02922,0.0
2922,CUZ02923,0.0
2923,CUZ02924,0.0
2924,CUZ02925,0.0
2925,CUZ02926,0.0
2926,CUZ02927,0.0
2927,CUZ02928,0.0
2928,CUZ02929,0.0
2929,CUZ02930,0.0
2930,CUZ02931,0.0
2931,CUZ02932,0.0
2932,CUZ02933,0.0
2933,CUZ02934,0.0
2934,CUZ02935,0.0
2935,CUZ02936,0.0
2936,CUZ02937,0.0
2937,CUZ02938,60.0
2938,CUZ02939,0.0
2939,CUZ02940,0.0
2940,CUZ02941,0.0
2941,CUZ02942,0.0
2942,CUZ02943,0.0
2943,CUZ02944,56.0
2944,CUZ02945,19.0
2945,CUZ02946,0.0
2946,CUZ02947,0.0
2947,CUZ02948,0.0
2948,CUZ02949,0.0
2949,CUZ02950,0.0
2950,CUZ02951,0.0
2951,CUZ02952,0.0
2952,CUZ02953,0.0
2953,CUZ02954,0.0
2954,CUZ02955,0.0
2955,CUZ02956,0.0
2956,CUZ02957,0.0
2957,CUZ02958,0.0
2958,CUZ02959,0.0
2959,CUZ02960,0.0
2960,CUZ02961,0.0
2961,CUZ02962,0.0
2962,CUZ02963,0.0
2963,CUZ02964,0.0
2964,CUZ02965,0.0
2965,CUZ02966,0.0
2966,CUZ02967,0.0
2967,CUZ02968,67.0
2968,CUZ02969,58.0
2969,CUZ02970,60.0
2970,CUZ02971,0.0
2971,CUZ02972,0.0
2972,CUZ02973,0.0
2973,CUZ02974,0.0
2974,CUZ02975,0.0
2975,CUZ02976,0.0
2976,CUZ02977,0.0
2977,CUZ02978,0.0
2978,CUZ02979,37.0
2979,CUZ02980,0.0
2980,CUZ02981,0.0
2981,CUZ02982,0.0
2982,CUZ02983,0.0
2983,CUZ02984,0.0
2984,CUZ02985,0.0
2985,CUZ02986,0.0
2986,CUZ02987,0.0
2987,CUZ02988,0.0
2988,CUZ02989,0.0
2989,CUZ02990,0.0
2990,CUZ02991,0.0
2991,CUZ02992,0.0
2992,CUZ02993,0.0
2993,CUZ02994,0.0
2994,CUZ02995,0.0
2995,CUZ02996,0.0
2996,CUZ02997,0.0
2997,CUZ02998,0.0
2998,CUZ02999,0.0
2999,CUZ03000,0.0
3000,CUZ03001,0.0
3001,CUZ03002,0.0
3002,CUZ03003,47.0
3003,CUZ03004,0.0
3004,CUZ03005,0.0
3005,CUZ03006,0.0
3006,CUZ03007,36.0
3007,CUZ03008,0.0
3008,CUZ03009,0.0
3009,CUZ03010,0.0
3010,CUZ03011,0.0
3011,CUZ03012,0.0
3012,CUZ03013,0.0
3013,CUZ03014,0.0
3014,CUZ03015,0.0
3015,CUZ03016,0.0
3016,CUZ03017,0.0
3017,CUZ03018,0.0
3018,CUZ03019,0.0
3019,CUZ03020,0.0
3020,CUZ03021,0.0
3021,CUZ03022,0.0
3022,CUZ03023,0.0
3023,CUZ03024,69.0
3024,CUZ03025,0.0
3025,CUZ03026,0.0
3026,CUZ03027,0.0
3027,CUZ03028,0.0
3028,CUZ03029,27.0
3029,CUZ03030,0.0
3030,CUZ03031,0.0
3031,CUZ03032,0.0
3032,CUZ03033,0.0
3033,CUZ03034,0.0
3034,CUZ03035,0.0
3035,CUZ03036,52.0
3036,CUZ03037,0.0
3037,CUZ03038,0.0
3038,CUZ03039,0.0
3039,CUZ03040,0.0
3040,CUZ03041,0.0
3041,CUZ03042,24.0
3042,CUZ03043,0.0
3043,CUZ03044,0.0
3044,CUZ03045,0.0
3045,CUZ03046,0.0
3046,CUZ03047,0.0
3047,CUZ03048,0.0
3048,CUZ03049,0.0
3049,CUZ03050,0.0
3050,CUZ03051,0.0
3051,CUZ03052,0.0
3052,CUZ03053,0.0
3053,CUZ03054,0.0
3054,CUZ03055,51.0
